"seller_key","seller_id","seller_city","seller_state","seller_region","total_revenue","seller_segment","seller_lat","seller_lng"
1780,"913fd0ebba70bb919f7254a02239173c","blumenau","SC","South",159.9,"Low Performer",-26.871700394254578,-49.103069858381296
1781,"9140bd1d9de28b197dce077bdd687438","amparo","SP","Southeast",1200.87,"Medium Performer",-22.703127966651618,-46.76632136777288
1782,"9140ef75cc8211c4035935e80e567204","maringa","PR","South",49.9,"Low Performer",-23.428319760676164,-51.95833421266875
1783,"91543f9849d68d023e17194926598543","blumenau","SC","South",834.0,"Medium Performer",-26.914469334728032,-49.112263234420354
1784,"916748bc99315c2d202898ae58b1617e","sorocaba","SP","Southeast",275.0,"Low Performer",-23.50554795017668,-47.469705263932234
1785,"916c9de0b5ad957346eeeb12f332687e","curitiba","PR","South",4489.25,"High Performer",-25.448990860825614,-49.28860985729242
1786,"918717417d88a9f9ae9735567e6c7682","sao paulo","SP","Southeast",345.70000000000005,"Low Performer",-23.593289291903176,-46.77250541665594
1787,"918f6fbcf3ab724d805867303e593a1b","valinhos","SP","Southeast",54.8,"Low Performer",-22.94721019444198,-46.97742204543268
1788,"9198786624eaeb375793215cad26cfa6","rodeio","SC","South",808.4,"Medium Performer",-26.889322403539182,-49.350562973333936
1789,"91f0eec23d4a61d7d7caeefa3f0ad1ca","tubarao","SC","South",2190.8,"Medium Performer",-28.475921543742647,-49.01172864670753
1790,"91f5779a8731baca4809fdeade81803f","barra mansa","RJ","Southeast",1971.46,"Medium Performer",-22.524398274567222,-44.18418378950799
1791,"91f848e9f4be368f4318775aac733370","sao paulo","SP","Southeast",5053.369999999994,"High Performer",-23.52982460593583,-46.618173551632395
1792,"9200e6ce317b67196b6b0bad4d4bd567","rio de janeiro","RJ","Southeast",36.9,"Low Performer",-22.886545226178782,-43.28157899070826
1793,"921323538c9f1c4e816f2720eac02bea","sao paulo","SP","Southeast",1256.0399999999997,"Medium Performer",-23.551881657731418,-46.64072797271628
1794,"9261d76c62caaf0b24677c2ceb7f8f20","palhoca","SC","South",838.8,"Medium Performer",-27.753926417441956,-48.63349416431826
1795,"92992bec39dde5766f590d3b1f46d465","sao paulo","SP","Southeast",109.0,"Low Performer",-23.632467814268665,-46.64041103217349
1796,"929f342384a6607afe143d789ade1316","londrina","PR","South",209.4,"Low Performer",-23.30386860736335,-51.203187655513624
1797,"92c8bc6e8f925792247656fed09aad65","sao paulo","SP","Southeast",259.7,"Low Performer",-23.57805737279869,-46.52272883054042
1798,"92d14edfb62ee5ae7fdff70b0f4e7233","sao bernardo do campo","SP","Southeast",260.0,"Low Performer",-23.719576291836983,-46.564753092486725
1799,"92eb0f42c21942b6552362b9b114707d","sao paulo","SP","Southeast",6171.6599999999835,"High Performer",-23.53755537000389,-46.53822847017661
1800,"9315e491484b1b0081ca166fc164108d","londrina","PR","South",29.99,"Low Performer",-23.320821130920255,-51.14179623490432
1801,"933446e9a59dece7ae9175103820ca8f","curitiba","PR","South",223.19,"Low Performer",-25.508622878279315,-49.226688173955246
1802,"934ed5cd1b9c1c7382d0a94a94b9e639","curitiba","PR","South",125.85,"Low Performer",-25.48933940885059,-49.303836794009264
1803,"939e6227d6964a11a70aa91243e418f2","conselheiro lafaiete","MG","Southeast",425.0,"Low Performer",-20.65342074575615,-43.797692453243
1804,"939f6e231201f26803cb5c3a3d2940b3","bauru","SP","Southeast",106.69999999999999,"Low Performer",-22.33098509272632,-49.09994406784406
1805,"93b9a99027bd8bd6af682aff18dd19bf","mairipora","SP","Southeast",1953.0,"Medium Performer",-23.329721686232062,-46.59712215964799
1806,"93bef6edaa84956e8e575016449b6351","sao paulo","SP","Southeast",115.0,"Low Performer",-23.54200078539242,-46.48484332598024
1807,"93dc87703c046b603023e75222018b45","belo horizonte","MG","Southeast",8308.35,"High Performer",-19.953802807940583,-43.93090361544768
1808,"94144541854e298c2d976cb893b81343","viamao","RS","South",15751.579999999985,"High Performer",-30.077760743041143,-51.05330632286344
1809,"941554c5757b73ba0e50aa7732310afc","sao paulo","SP","Southeast",81.78999999999999,"Low Performer",-23.6118926985818,-46.6306094165635
1810,"94165aea8a35c3c21499cbcae239b16c","uberlandia","MG","Southeast",180.0,"Low Performer",-18.950237259905315,-48.30947065944327
1811,"94231344608e603693b0a8891143f65d","porto alegre","SP","Southeast",722.0,"Medium Performer",-30.068075416697386,-51.16694720484587
1812,"9449f25aeaf531019b76999ea49a6949","rio de janeiro","RJ","Southeast",2046.4500000000003,"Medium Performer",-22.85826717262727,-43.25269222978845
1813,"9485a23c0430ba1d58d359391606fce6","santo andre","SP","Southeast",1129.9,"Medium Performer",-23.659363636440858,-46.523183340521726
1814,"94b9108d4b637ba65bb4f1e53cfcf8d8","guarulhos","SP","Southeast",206.32999999999998,"Low Performer",-23.47120534528199,-46.47270968246171
1815,"94c49f20a123aeb9360dbf80ff912bf6","sorocaba","SP","Southeast",277.75,"Low Performer",-23.502754626563185,-47.430450592561066
1816,"94ca168e8bcb407ab85c5da308863027","clementina","SP","Southeast",224.3,"Low Performer",-21.560184913176553,-50.445800319817664
1817,"94d76e96eedd976258cd3278ce56d5f2","sao roque","SP","Southeast",385.61,"Low Performer",-23.51785667889076,-47.14000062242054
1818,"94e93ce877be27a515118dbfd2c2be41","votuporanga","SP","Southeast",5077.07,"High Performer",-20.416363755330885,-49.985003954240284
1819,"951e8cef368f09bb3f3d03c00ca4702c","ibitinga","SP","Southeast",3827.339999999993,"Medium Performer",-21.757320637712766,-48.82974353343713
1820,"9523fb39dd240aa958e040f8183d64f3","sao paulo","SP","Southeast",146.99,"Low Performer",-23.56925274057871,-46.6186169730581
1821,"9535a841eecebed61a9fb1ac1cbb5597","sao paulo","SP","Southeast",784.9,"Medium Performer",-23.538660495662256,-46.63898204602016
1822,"9539213aa8e023c01937bef95dc006da","sao paulo","SP","Southeast",229.10000000000002,"Low Performer",-23.51476791010142,-46.50250781663176
1823,"954e95f20808d7e5d11f0de292d078e0","joao monlevade","MG","Southeast",118.88,"Low Performer",-19.814703705251677,-43.170408968379554
1824,"9558aa23f77a9e0a0eca83540999f43b","apucarana","PR","South",125.7,"Low Performer",-23.557357614686314,-51.486818246345855
1825,"955fee9216a65b617aa5c0531780ce60","sao paulo","SP","Southeast",117114.11999999944,"High Performer",-23.691013046281817,-46.703810106207634
1826,"9591fc341b1bfb7ef561e2968ec6e011","sao paulo","SP","Southeast",79.9,"Low Performer",-23.685732516732614,-46.67796462779877
1827,"9596c870880d900012f2e8e6e30d06d7","varginha","MG","Southeast",8362.449999999999,"High Performer",-21.58952086628982,-45.44863686202702
1828,"9599519be538b98748162a2b48248960","sao paulo","SP","Southeast",190.0,"Low Performer",-23.5345734034924,-46.675109589900636
1829,"95b293867b5862941c9cd74f756a3c68","sao paulo","SP","Southeast",648.0999999999999,"Medium Performer",-23.52685922041741,-46.47107205776288
1830,"95cca791657aabeff15a07eb152d7841","palotina","PR","South",9.99,"Low Performer",-24.285797204852866,-53.837677556703376
1831,"95e03ca3d4146e4011985981aeb959b9","rio de janeiro","RJ","Southeast",10289.489999999983,"High Performer",-22.843731406376143,-43.30242672582641
1832,"95ec4458365c4d11f452ccf538377619","limeira","SP","Southeast",1847.8600000000006,"Medium Performer",-22.60000425928191,-47.407128587319605
1833,"95f83f51203c626648c875dd41874c7f","borda da mata","MG","Southeast",2937.870000000001,"Medium Performer",-22.262584130235293,-46.17112394057631
1834,"960945e1a9535cbc0cd6ddd35fbe7ae8","sao paulo","SP","Southeast",3344.23,"Medium Performer",-23.55364177873547,-46.452661287455506
1835,"9616352088dcf83a7c06637f4ebf1c80","umuarama","PR","South",5343.599999999997,"High Performer",-23.751737598100476,-53.300729585266936
1836,"961dff0a659b4561334372337dd897d9","rio de janeiro","RJ","Southeast",9946.0,"High Performer",-22.842510033295916,-43.35349069066134
1837,"9646c3513289980f17226a2fc4720dbd","sao jose dos campos","SP","Southeast",2839.500000000002,"Medium Performer",-23.18545241916594,-45.87164627370401
1838,"96493fab2fbb13a14d0c0e8772eef5c3","sao paulo","SP","Southeast",18761.0,"High Performer",-23.585935432230205,-46.73503172743777
1839,"964ff64dc05b13811c6d0f41e0aa5f6b","sao paulo","SP","Southeast",180.0,"Low Performer",-23.628441671418855,-46.62202394660563
1840,"966cb4760537b1404caedd472cc610a5","diadema","SP","Southeast",51286.05000000001,"High Performer",-23.68166159783415,-46.623333307785806
1841,"9674754b5a0cb32b638cec001178f799","sao paulo","SP","Southeast",4747.839999999999,"High Performer",-23.67656984888084,-46.66989690432334
1842,"96804ea39d96eb908e7c3afdb671bb9e","ibia","MG","Southeast",3510.799999999998,"Medium Performer",-19.51503918073984,-46.56160823512747
1843,"968268a686aa05d1f529fb07dff08130","sao paulo","SP","Southeast",4677.29,"High Performer",-23.568944498063477,-46.6300891882054
1844,"968ee78631915a63fef426d6733d7422","erechim","RS","South",450.0,"Medium Performer",-27.636045816504996,-52.2730491223361
1845,"96e5dc09087bad639b4ee193104ec2e5","bom jardim","RJ","Southeast",101.9,"Low Performer",-22.1596882107987,-42.416864954794434
1846,"96f7c797de9ca20efbe14545bed63eec","cravinhos","SP","Southeast",46.2,"Low Performer",-21.339319962321323,-47.73735255699762
1847,"972d0f9cf61b499a4812cf0bfa3ad3c4","brusque","SC","South",7844.349999999996,"High Performer",-27.14779223406619,-48.95791797799666
1848,"973f21788dfab357250f69a8dcb7ddee","claudio","MG","Southeast",657.0,"Medium Performer",-20.437204870234993,-44.76203405975945
1849,"974cf2cb8f4b7add98709c30df02fe10","araraquara","SP","Southeast",2982.6699999999983,"Medium Performer",-21.772225708483816,-48.180222226584
1850,"97512d3fc193b2d1dfcdba0f9d1f0f8a","sao paulo","SP","Southeast",1394.88,"Medium Performer",-23.561185904622896,-46.461300810486996
1851,"977f9f63dd360c2a32ece2f93ad6d306","tabatinga","SP","Southeast",2828.9700000000007,"Medium Performer",-21.737063142421785,-48.68760090111701
1852,"979e9f8b5b39dd243a2550c8b05aecf0","sao paulo","SP","Southeast",450.0,"Medium Performer",-23.625475455621878,-46.61200044104113
1853,"97e4a63591ca439a2b8b7efd20e6e19e","rio de janeiro","RJ","Southeast",349.95,"Low Performer",-22.926258825257296,-43.231846424609124
1854,"97e50a621f8e801f4baf69e08687c192","sao paulo","SP","Southeast",89.9,"Low Performer",-23.58616507419856,-46.60113477069717
1855,"97e995629983723d11830a829bc2b246","lorena","SP","Southeast",499.5,"Medium Performer",-22.731494876815475,-45.10876763793232
1856,"9803a40e82e45418ab7fb84091af5231","rio verde","GO","Central-West",3971.25,"Medium Performer",-17.80450072692499,-50.916494660436
1857,"980640c45d7a4635885491d077167e4d","rio claro","SP","Southeast",1004.2900000000001,"Medium Performer",-22.425778361057304,-47.560436700322384
1858,"98115075dd26cb8835946fc6086f5d30","ao bernardo do campo","SP","Southeast",434.96000000000004,"Low Performer",-23.67339363342445,-46.59524050907027
1859,"984c273121e743dd14767befe6cb17f5","americana","SP","Southeast",259.6,"Low Performer",-22.705059493303764,-47.29428475108322
1860,"9853a239ab7b7ebbdc3a21248d5b8e1f","campo largo","PR","South",381.0,"Low Performer",-25.472311300959113,-49.538963646217745
1861,"985c92cc412091f8529c12d7f23d3fef","sao joao del rei","MG","Southeast",1368.5,"Medium Performer",-21.134454549709325,-44.262165019087774
1862,"989becdce12ebc39863c2bceab6f3ca1","curitiba","PR","South",7840.879999999999,"High Performer",-25.508622878279315,-49.226688173955246
1863,"98dac6635aee4995d501a3972e047414","sao paulo","SP","Southeast",2853.7900000000022,"Medium Performer",-23.505871338521402,-46.62468256911272
1864,"98dddbc4601dd4443ca174359b237166","sarandi","PR","South",158.0,"Low Performer",-23.448041264613487,-51.869960318427
1865,"98e164d549402270247f3c96a1a158ef","sao paulo","SP","Southeast",162.7,"Low Performer",-23.532956160041547,-46.71679681649911
1866,"98f52e1020fe788c10c0418de4393fec","macae","RJ","Southeast",21.6,"Low Performer",-22.339397511937932,-41.75630392529991
1867,"99002261c568a84cce14d43fcffb43ea","cuiaba","MT","Central-West",4088.0,"Medium Performer",-15.66015569626835,-56.0514968116184
1868,"9906e7aa42a3c067b7c9a564d01c4320","maringa","PR","South",1948.2,"Medium Performer",-23.445068629664828,-51.9771308204789
1869,"994f04b3718c2bab35c2adfa8afecd2a","jaguariuna","SP","Southeast",3026.5000000000023,"Medium Performer",-22.687275506720226,-46.983325913689576
1870,"9996ae921c50e8dff411ac69c0b4bb8b","tupa","SP","Southeast",29.700000000000003,"Low Performer",-21.93506719324893,-50.52481882516592
1871,"999f6d9a1c7c81f43be44c6b7d076210","sao paulo","SP","Southeast",28.0,"Low Performer",-23.43350078364711,-46.78917946328692
1872,"99a25c39b28a74d1151c35c18d178292","sao paulo","SP","Southeast",28.99,"Low Performer",-23.472602604059695,-46.56815995594542
1873,"99a54764c341d5dc80b4a8fac4eba3fb","sao paulo","SP","Southeast",3265.330000000001,"Medium Performer",-23.57734689560548,-46.55995457781836
1874,"99cd94252748d2bdde08e17858233602","sao paulo","SP","Southeast",159.8,"Low Performer",-22.920186332834533,-45.46440222679634
1875,"99eaacc9e6046db1c82b163c5f84869f","franca","SP","Southeast",12395.269999999997,"High Performer",-20.538924680582515,-47.401380546896085
1876,"9a03a4e9eb0b947652fae4f6121a3f5e","catanduva","SP","Southeast",1497.0,"Medium Performer",-21.12241501822202,-48.96331895137842
1877,"9a1aea68d3efa00862ec88c0768037d0","catanduva","SP","Southeast",1149.3,"Medium Performer",-21.132611570322496,-48.958771214457656
1878,"9a208dee8f95cfdf00760c4d627828ec","belford roxo","RJ","Southeast",269.9,"Low Performer",-22.733091514554363,-43.40118902114117
1879,"9a84ba99f5367fdbd4598363496f1ea2","luziania","GO","Central-West",2284.98,"Medium Performer",-16.262499271866016,-47.9564599598078
1880,"9aa388272ee334b6ae07bc73706e254a","muriae","MG","Southeast",594.0,"Medium Performer",-21.136388018041888,-42.399282851833995
1881,"9ac4f14370b1e24ddc58be041b7f99df","jaragua","GO","Central-West",314.51,"Low Performer",-15.749187074941712,-49.33210533214991
1882,"9ac75591b69c3402684b6ce0310f22ee","sao paulo","SP","Southeast",60.5,"Low Performer",-23.466680620069337,-46.672226855718876
1883,"9add47bf45ce8e8c7db6b9cf670b1e09","fazenda rio grande","PR","South",4540.04,"High Performer",-25.67317666930261,-49.32801201663355
1884,"9b00cad94ef3078faf6fba2e792c158f","janauba","MG","Southeast",354.9,"Low Performer",-15.80139862110408,-43.31032547167575
1885,"9b00ed88b7fdb95d6ff76e27c1b52d16","sao paulo","SP","Southeast",1541.8800000000003,"Medium Performer",-23.53983233291429,-46.44479870320024
1886,"9b013e03b2ab786505a1d3b5c0756754","vicente de carvalho","SP","Southeast",7540.169999999989,"High Performer",-23.94195407899811,-46.30256477959018
1887,"9b1050e85becf3ae99c1cf4934c9bc5d","montes claros","MG","Southeast",85.14,"Low Performer",-16.72197610145377,-43.862913638944754
1888,"9b1585752613ec342d03bbab9997ec48","rio de janeiro","RJ","Southeast",4248.98,"High Performer",-22.935058480174064,-43.33359407042852
1889,"9b1ab052f5fca308ba743ac789ebb2e1","pitanga","PR","South",294.09000000000003,"Low Performer",-24.7578464148576,-51.76595818161726
1890,"9b1f656ca3060f8af17a50d8a024b533","santos","SP","Southeast",41.0,"Low Performer",-23.93770164050835,-46.325997442544626
1891,"9b522ba7eae9e1d04082f267144583cc","sao paulo","SP","Southeast",1397.8,"Medium Performer",-23.74287739678984,-46.69441745015669
1892,"9b76ad3d04236f76bc71c59470305e13","boituva","SP","Southeast",229.8,"Low Performer",-23.2874269483057,-47.67058614671448
1893,"9bade61a92bed55a25d2b67b9f4ed739","sao jose dos pinhais","PR","South",80.28999999999999,"Low Performer",-25.538499348815012,-49.199509926836235
1894,"9baf5cb77970f539089d09a38bcec5c3","indaiatuba","SP","Southeast",6079.679999999996,"High Performer",-23.086339156484087,-47.21688683643497
1895,"9bc484c87d79cd4874e05ca182658045","sao paulo","SP","Southeast",1120.0,"Medium Performer",-23.47174879024135,-46.63677317670024
1896,"9bcdfa7b615b3abb9461d9e3ad9886ae","blumenau","SC","South",1973.3500000000001,"Medium Performer",-26.877298283986775,-49.081445858810056
1897,"9bf11dfc0bec77e5a23028043c3c5a8f","contagem","MG","Southeast",115.0,"Low Performer",-19.894029624407654,-44.0422440467639
1898,"9c068d10aca38e85c50202e17b4a7e88","coxim","MS","Central-West",2658.9000000000005,"Medium Performer",-18.50726515886232,-54.74875310212911
1899,"9c0e69c7bf2619675bbadf47b43f655a","sao jose dos campos","SP","Southeast",29609.820000000072,"High Performer",-23.224503345848696,-45.88784285021326
1900,"9c1c0c36cd23c20897e473901a8fb149","praia grande","SP","Southeast",514.97,"Medium Performer",-24.01439467431421,-46.438358319817674
1901,"9c351405b754cc5ce3e2ecf277bb034a","sao paulo","SP","Southeast",45.0,"Low Performer",-23.584761557299654,-46.584372005908506
1902,"9c3a1c416c765687bc79a04113269929","carmo da mata","MG","Southeast",74.9,"Low Performer",-20.55966811821635,-44.869172864848785
1903,"9c3c24eca51c52b91c1de727d2a2ae06","caxias do sul","RS","South",307.5,"Low Performer",-29.16631381159491,-51.178313942502264
1904,"9c4d31c7e46ab03a43fc06e3142afd4e","rio de janeiro","RJ","Southeast",1218.9,"Medium Performer",-22.88659325431333,-43.26783420069857
1905,"9c54608f0996c32ae4743089d915f845","loanda","PR","South",194.8,"Low Performer",-22.9293837852093,-53.13587259427024
1906,"9c57bc60cfad5ee62d35d3f1ce4593a1","curitiba","PR","South",180.0,"Low Performer",-25.437196092611362,-49.332558792176
1907,"9c690ceacd5c66731bf443ea810195cb","camanducaia","MG","Southeast",783.9999999999999,"Medium Performer",-22.755499744142995,-46.14001332890425
1908,"9c7fd21e0aa159b20da593371f08ff7c","osasco","SP","Southeast",720.3999999999999,"Medium Performer",-23.536524750087455,-46.80341057457763
1909,"9cad4b68bb993ee401a3c5aaa2bc26dd","birigui","SP","Southeast",489.5,"Medium Performer",-21.294953796324283,-50.3432673557328
1910,"9cea4682e16655f7da87f406902e989e","araucaria","PR","South",63.86,"Low Performer",-25.544521880722876,-49.36104447895512
1911,"9cf787a239c1aa29dbd76f153dc13f9a","franca","SP","Southeast",316.0,"Low Performer",-20.55362362743643,-47.38735911880558
1912,"9d213f303afae4983637247556438ede","ibitinga","SP","Southeast",31.8,"Low Performer",-21.757320637712766,-48.82974353343713
1913,"9d39404483343dd55c7ae254494d8388","sao paulo","SP","Southeast",293.2,"Low Performer",-23.545598238423416,-46.641452670153164
1914,"9d489893ff6af05029671b785f54b998","leme","SP","Southeast",258.8,"Low Performer",-22.181647599313436,-47.404266712265496
1915,"9d4db00d65d7760644ac0c14edb5fd86","sorocaba","SP","Southeast",9911.899999999985,"High Performer",-23.51561244157366,-47.44346053722514
1916,"9d5604a1f112324ad6b2aa552122e0fb","florianopolis","SP","Southeast",322.5,"Low Performer",-27.585486027486755,-48.579890126623155
1917,"9d5a9018aee56acb367ba9c3f05d1d6a","aparecida de goiania","GO","Central-West",9789.659999999994,"High Performer",-16.766552159923314,-49.33937440860811
1918,"9d681c7e12db302cb261e721040dde65","curitiba","PR","South",755.6999999999998,"Medium Performer",-25.4699735553138,-49.30737230197128
1919,"9d69ba0a7a626a64dc5db08e529559cf","ribeirao preto","SP","Southeast",19.3,"Low Performer",-21.140244843952534,-47.79106291848944
1920,"9d7a1d34a5052409006425275ba1c2b4","franca","SP","Southeast",785.12,"Medium Performer",-20.55362362743643,-47.38735911880558
1921,"9da15f4a4ea758d9eeb49000dbe57e22","osasco","SP","Southeast",196.9,"Low Performer",-23.520280407395532,-46.77128848275883
1922,"9da1ca0bef29ee170e541927a5aeabdc","votuporanga","SP","Southeast",1484.4,"Medium Performer",-20.420269781817655,-49.97168387901125
1923,"9dc79dd988ac42f4d56c340d7048420a","sao paulo","SP","Southeast",749.6,"Medium Performer",-23.543150156894832,-46.49010130952278
1924,"9dd459b29a14bf89d47183cf2cd0e4c7","sao paulo","SP","Southeast",180.0,"Low Performer",-23.63187200830408,-46.703808026500845
1925,"9dd59e43f0c9f0553244e8f9c2fb247e","foz do iguacu","PR","South",356.3,"Low Performer",-25.541844711589423,-54.58482020405323
1926,"9dda5bbacd45e18d6485fee649205d09","santa rita do sapucai","MG","Southeast",1912.6000000000006,"Medium Performer",-22.247210939506793,-45.70752067761215
1927,"9de4643a8dbde634fe55621059d92273","joinville","SC","South",16586.559999999987,"High Performer",-26.249547532553304,-48.808225645269516
1928,"9df5750209b83567ec144eb299d7d634","sao leopoldo","RS","South",4917.0,"High Performer",-29.776533866839504,-51.130685163300726
1929,"9e17b9d64683aebcbb9ee362d06463b4","ribeirao preto","SP","Southeast",68.8,"Low Performer",-21.201064692224886,-47.802366376021745
1930,"9e25199f6ef7e7c347120ff175652c3b","taubate","SP","Southeast",12.5,"Low Performer",-23.012008743429288,-45.58565201409072
1931,"9e6229250fedbe05838fef417b74e7fb","mirandopolis","SP","Southeast",12412.599999999982,"High Performer",-21.13250367769362,-51.10318656308273
1932,"9e6967d3cf386d284251784b18ccb485","sao caetano do sul","SP","Southeast",488.07,"Medium Performer",-23.6174243030369,-46.55188178218849
1933,"9e7c5f4d7770eab65738cca38f9efccf","sao paulo","SP","Southeast",184.8,"Low Performer",-23.48686598302112,-46.67379824356864
1934,"9e94fa26a70ede4d26226e918e8706a2","sao carlos","SP","Southeast",62.8,"Low Performer",-22.03032264278144,-47.87949202618188
1935,"9e9b539eb2806acee3f5c28085c1db9f","contagem","MG","Southeast",967.0,"Medium Performer",-19.94162809920232,-44.041858587022176
1936,"9ed65337433adfbedefd23dd76eaa494","sao paulo","SP","Southeast",1262.6000000000001,"Medium Performer",-23.55896457497226,-46.704450419432995
1937,"9ef932e837d8b7f392c0bfee9d359dc2","ibitinga","SP","Southeast",59.9,"Low Performer",-21.757320637712766,-48.82974353343713
1938,"9f50216bfd01913736a55a11b55ea842","taubate","SP","Southeast",1165.0,"Medium Performer",-23.02428090518156,-45.55908211584209
1939,"9f505651f4a6abe901a56cdc21508025","sao paulo","SP","Southeast",25354.130000000107,"High Performer",-23.589847401363585,-46.632613806421325
1940,"9f56a7a649097b166d8ed286ad86a15c","rio de janeiro","RJ","Southeast",27.98,"Low Performer",-22.871441098801014,-43.258727578503766
1941,"9fbd5666d8618fa571c4230fafa09bd6","sao paulo","SP","Southeast",79.9,"Low Performer",-23.64003625615019,-46.66328463779025
1942,"9fc70243fb26800cba56e8f014797004","belo horizonte","MG","Southeast",391.70000000000005,"Low Performer",-19.92134251922916,-43.90615804521914
1943,"9fe7c6641c79970ab48185498f547c09","sao paulo","SP","Southeast",130.0,"Low Performer",-23.59512090536768,-46.57334683733354
1944,"a00824eb9093d40e589b940ec45c4eb0","bofete","SP","Southeast",9399.97,"High Performer",-23.110602286087342,-48.26247044881958
1945,"a0415d9b25ede3c4b1e477e9916ffc03","nova iguacu","RJ","Southeast",4044.1000000000004,"Medium Performer",-22.760838936119505,-43.456651013810664
1946,"a066df7361163e7ddc5d7452dd17448b","franca","SP","Southeast",1018.3999999999997,"Medium Performer",-20.52861928433883,-47.38740999652927
1947,"a06c8ff043abea0528ee44171e2140a2","divinopolis","MG","Southeast",514.5,"Medium Performer",-20.162109146386353,-44.90191602362892
1948,"a080fc8a850289b27500f6b49cca2553","sao paulo","SP","Southeast",383.0,"Low Performer",-23.57999807539269,-46.53127968561288
1949,"a08692680c77d30a0b4280da5df01c5a","sao paulo","SP","Southeast",1237.0,"Medium Performer",-23.632941446215067,-46.706958480611
1950,"a09a13f18ed27932d08438aa6f12756e","sapiranga","RS","South",29.9,"Low Performer",-29.636550613199034,-51.007824148557695
1951,"a0a14e50070f3225b3eabba5b85da517","curitiba","PR","South",176.2,"Low Performer",-25.539419304830485,-49.278123419246675
1952,"a0d7fbb07bb5ebc3b05980e750db56f3","ferraz de vasconcelos","SP","Southeast",848.99,"Medium Performer",-23.544814881452595,-46.36585649268777
1953,"a0e19590a0923cdd0614ea9427713ced","sao jose dos pinhais","PR","South",73.8,"Low Performer",-25.53359815522883,-49.090135964515824
1954,"a1040efe9ff4a6f93c28b0499eada8f5","jundiai","SP","Southeast",1658.83,"Medium Performer",-23.220872853278067,-46.8850883285652
1955,"a1043bafd471dff536d0c462352beb48","ilicinea","MG","Southeast",96236.41000000047,"High Performer",-20.9405775328866,-45.82723735222764
1956,"a11a0e0ca67423425691db355cff69b0","indaiatuba","SP","Southeast",448.9,"Medium Performer",-23.086339156484087,-47.21688683643497
1957,"a13580f0e8f782b7a543885a0ef99f08","rio de janeiro","RJ","Southeast",1304.9,"Medium Performer",-23.012986504226507,-43.46551954103294
1958,"a13aaf2d2886ab9fb30fb9a920160b8f","joinville","SC","South",1011.52,"Medium Performer",-26.323116974041866,-48.82953141516657
1959,"a1474fd46fd3430168f7ec202da39408","pinhais","SP","Southeast",2532.5,"Medium Performer",-25.446809987466867,-49.17697276075929
1960,"a150c540f572d0fb53992264bc5c10b5","sorocaba","SP","Southeast",119.9,"Low Performer",-23.501008718763483,-47.46202591726421
1961,"a1544b9ea0b2390e020537d4daa89049","jundiai","SP","Southeast",841.1999999999999,"Medium Performer",-23.189420416902394,-46.921573347175155
1962,"a154d7316f158bb42e6fa18bbe3afd3a","sao paulo","SP","Southeast",139.8,"Low Performer",-23.499143398150068,-46.48329854879862
1963,"a17f621c590ea0fab3d5d883e1630ec6","sorocaba","SP","Southeast",2400.9599999999987,"Medium Performer",-23.497316500688576,-47.50160216407419
1964,"a1bea7061f61f6fdd9a85a6325ba1033","carapicuiba / sao paulo","SP","Southeast",810.9499999999999,"Medium Performer",-23.520892321810766,-46.84578284021311
1965,"a1bea9970d8f65b240555f99c2214f7f","pinhais","PR","South",75.0,"Low Performer",-25.437225932288545,-49.19396558589783
1966,"a1ed30492b3b798bc121845bc4aa7366","sao paulo","SP","Southeast",20.9,"Low Performer",-23.62940761634312,-46.69212962368637
1967,"a20d8058c866dbaeca014d2cd20ac62e","sao jose dos campos","SP","Southeast",1194.0,"Medium Performer",-23.178000475176177,-45.88381771655036
1968,"a213f1bd6458f4a158f3746cb2514559","maringa","PR","South",41.52,"Low Performer",-23.401267513818837,-51.89433304784449
1969,"a218df5c097b0ca409cfaac1488cc7f6","araraquara","SP","Southeast",130.69,"Low Performer",-21.75125793732588,-48.158815794108364
1970,"a21c11ec5c3f03e7cc9f9203bff9e1c6","santana de parnaiba","SP","Southeast",275.0,"Low Performer",-23.461573403635924,-46.91529507169106
1971,"a23266650e7c84bb93fbbba502137478","porto alegre","RS","South",941.8999999999999,"Medium Performer",-30.02113692774557,-51.209674184414396
1972,"a247197e2e9c19a6a53a6888cb8b660f","sao jose do rio preto","SP","Southeast",798.0,"Medium Performer",-20.774165285757626,-49.340918115176514
1973,"a254c682cc01e119f83530446f1df9a9","cafelandia","SP","Southeast",473.5,"Medium Performer",-21.803200599395232,-49.602212692890156
1974,"a2a41aedb70551d4a85aa04dc2fced48","sao paulo","SP","Southeast",52.79,"Low Performer",-23.689349532967476,-46.679059044906474
1975,"a2b5b6105ea5942300631d2e76f4ffe0","osasco","SP","Southeast",3286.69,"Medium Performer",-23.514445473398528,-46.768160950530145
1976,"a2b911e9ad40dc7d61c142a4683e2d85","barra mansa","RJ","Southeast",85.9,"Low Performer",-22.545549881862083,-44.23261292062814
1977,"a2deecd5398f5df4987110c80a1972a3","sao paulo","SP","Southeast",827.4300000000001,"Medium Performer",-23.525700606115244,-46.691691746509825
1978,"a2e85714b56b1cb6bb24a9a6e6cad36f","miguelopolis","SP","Southeast",339.70000000000005,"Low Performer",-20.182732189905018,-48.027801720573265
1979,"a2e874074c877c5a05abae80ad6e488f","sao jose do rio preto","SP","Southeast",7994.12,"High Performer",-20.81800721406711,-49.36232011848669
